# query-id: 21
# query: rijksmuseum
# total-clicks: 971
# distinct users: 459
# 78 rel. documents:
21	rijksmuseum         	http://europeana.eu/portal/record/90402/EBFD859FB949B67D7428EF5690E18A197F62FDE9.html	5	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/C1E35D3332EF9BB6B173446823752B161DD37987.html	2	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/637F62877D818B9DDFDCFC87F1F48A64E23FE78B.html	2	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/D5EE8AA2D18D1CBEA1A3D7952D5474300F31AA55.html	2	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/4D376E0EDAE5A4F0CE39D9E9DC2E041E2D059F5E.html	2	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/E08E60D121128C21D25B809FB1802F5AD0E5E38A.html	2	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/FF2BE1C7BD8C1432943C2B4C359C999BD21E8D96.html	2	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/52244EEFE4EC664C6BD820203099FE3AC5F545C0.html	1	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/BBB671E55C02F3480278B3E4B3558CFBD3DC86DB.html	1	4
21	rijksmuseum         	http://europeana.eu/portal/record/2021608/9F882FB150AEED1AB9C578824DEC38AD0054BA1F.html	1	-1
21	rijksmuseum         	http://europeana.eu/portal/record/90402/6F46A061CEE432D861331A5C14056D46EC97C4CA.html	1	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/793423E490BE8799A9F6A6DC68D0EC395F3A036E.html	1	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/C9BEC60DE8175616661F89F9F9EE214E49ACE01A.html	1	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/D005C97CB360621AA2BEFADECED4BEBF3C75E8D8.html	1	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/A5B7C1017D857248FFCC179841E5D4767CDFB96F.html	1	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/20D3D1412E92F6C4C012C931D6D5F2778E1A6A6C.html	1	4
21	rijksmuseum         	http://europeana.eu/portal/record/90402/955D9727D4663F03580992F727DB0EC4CDBF5FE0.html	1	4
